abc频道,#genre#
CCTV6,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000065
CCTV7,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000127
CCTV8,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000066
CCTV9,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000128
CCTV10,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000129
CCTV11,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000130
CCTV12,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000131
CCTV13,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000067
CCTV14,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000132
CCTV15,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000133
CCTV17,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000204
兵器科技,http://home.sylaigym.top:8887/rtp/239.69.1.79:10114
世界地理,http://home.sylaigym.top:8887/rtp/239.69.1.91:10186
央视台球,http://home.sylaigym.top:8887/rtp/239.69.1.98:10224
第一剧场,http://home.sylaigym.top:8887/rtp/239.69.1.74:10084
风云足球,http://home.sylaigym.top:8887/rtp/239.69.1.81:10126
高尔夫网球,http://home.sylaigym.top:8887/rtp/239.69.1.83:10138

.随意看看,#genre#
JapaNews24,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=coYw-eVU0Ks
KANSAI News24,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=iNPUWKft7hA
メ～テレNEWS,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=-C6FE2m7kX8
広島ニュース,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=e2pgLUmaxGs
TBS NEWS,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=ohI356mwBp8
HTB北海道,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=xWPD8KDHUH8
YTN2,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=hxBTqmTT5gE
YTN,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=FJfwehhzIhw
THE K-POP,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=JVocS7Yftw8
한국경제,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=NJUjU9ALj4A
매일경제TV,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=s9xL1DpBsfQ
YTN dmb,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=2C2WCLhDsR4
YTN 사이언스,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=xfFa_kcPnCY
Arirang TV,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=CJVBX7KI5nU
MTN,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=CbjcNK6ae-s
토마토TV,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=8rz4mn87lck
이데일리TV,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=qVPkBc8cXy4
ABC News,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=OOtxXPaQvoM
FOX Weather,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=iesPl7zRbVY
GB News,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=8WX6YL9JnLw
Euronews français,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=NiRIbKwAejk
CNA 24,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=XWq5kBlakcQ
Astro AWANI,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=txxOwpdp58Q
DZRH TV,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=rlOW_ZFwK68
UNTV,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=nnDNIVquXyk
tvOne,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=yNKvkPJl-tg
WION,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=lmZRiDMK3OU
ABP Majha,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=oIOnCCljFdw
IndiaTV,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=Xmm3Kr5P1Uw
TV9 Marathi,https://ytb.zapi.us.kg/live?url=https://www.youtube.com/watch?v=04y0H01GTg0



新加坡U,p3p://108.181.20.159:12345/63af12910006ed72f51b72d64a0d2f0b
新加坡5,p3p://108.181.20.159:12345/63af121200067443f519829f19620651
新加坡8,p3p://108.181.20.159:12345/63af12570009c52df51a910061fd7131



探索台湾,p3p://108.181.20.159:12345/62c759f2000bc06bbdab761176c927da
NOW 直播,p3p://108.181.20.159:12345/655fa52d000c3fc98ed0353c0e327e63
Now新闻,p3p://108.181.20.159:12345/653e4f3d0003bdbf0c98ffaf583a6e3a
NOW华剧,p3p://108.181.20.159:12345/64d26915000887bf671ffe127ecd0115
NOW华剧,p3p://108.181.20.159:12345/6519bc200001e7b37dbb01f124075086
NOW剧集,p3p://108.181.20.159:12345/657dcad9000eebf80492df3c33e35790
NOW剧集,p3p://108.181.20.159:12345/63ed3e1500077d30e7f449055a0846ce
NOW星影,p3p://108.181.20.159:12345/657db120000499e9042e61f04c0d03cb
NOW星影,p3p://108.181.20.159:12345/65423b7b00047dbb1bebd20b45f374d2
NOW爆谷,p3p://108.181.20.159:12345/657db17a000c6768042fc38047b34ee4
NOW爆谷,p3p://108.181.20.159:12345/65423beb00082fd01bed887e0ae23bbf



日本J音乐,p3p://108.181.20.159:12345/632c202d00069cf2474cd8616abf08ba
关西电视,p3p://108.181.20.159:12345/632406730008b8e327a8ce1e69e75a6d
東京日本テレビ,p3p://108.181.20.159:12345/6417585e000932568c6a2502167354af
MBS毎日放送,p3p://108.181.20.159:12345/6416e88e000d487e8ab5618c74a9370e
KBS京都,p3p://108.181.20.159:12345/6416e9e50009b0fb8aba9c794e355f15
Tokyo MX 2,p3p://108.181.20.159:12345/6416ecbf0008e4e28ac5bfd1312b2713
BS朝日,p3p://108.181.20.159:12345/6416ee7200026c128acc615d4cb138e3


Channel 3 Thailand,https://smart.ykq001.cloud/Smart.php?id=ch3_pat
PPTV Thailand1,https://smart.ykq001.cloud/Smart.php?id=pptv_pat
Thai Thai,https://smart.ykq001.cloud/Smart.php?id=thaithai_pat
GmmOne,https://smart.ykq001.cloud/Smart.php?id=gmmone_pat
Mono,https://smart.ykq001.cloud/Smart.php?id=mono_pat
Thairath,https://smart.ykq001.cloud/Smart.php?id=thairath_pat
tpbs,https://smart.ykq001.cloud/Smart.php?id=tpbs_pat
Nation,https://smart.ykq001.cloud/Smart.php?id=nation_pat
New,https://smart.ykq001.cloud/Smart.php?id=new_pat


ANTV,https://smart.ykq001.cloud/Smart.php?id=viet_antv
VTV 1,https://smart.ykq001.cloud/Smart.php?id=viet_vtv1
HTV 9,https://smart.ykq001.cloud/Smart.php?id=viet_htv9
BPTV 2,https://smart.ykq001.cloud/Smart.php?id=viet_bptv2
Ca Mau TV,https://smart.ykq001.cloud/Smart.php?id=viet_camautv
Danang TV1 HD,https://smart.ykq001.cloud/Smart.php?id=viet_danangtv1
HBTV HD,https://smart.ykq001.cloud/Smart.php?id=viet_hbtv
PTTH 1,https://smart.ykq001.cloud/Smart.php?id=viet_ptth1


SUN TV,mitv://135.148.104.228:19806/4bb094b241874180af9f61a56370ce35
Sun TV,https://smart.ykq001.cloud/Smart.php?id=Suntv
Star Vijay,https://smart.ykq001.cloud/Smart.php?id=Starvijay
Star Vijay,mitv://135.148.104.228:19806/9ae9ad5dd9884ef5b30d006572db2572
Sun Music,https://smart.ykq001.cloud/Smart.php?id=Sunmusic
Sun Music,https://v9-douyin-cloudflare-cdn.sv6-douyin-cloudfare.cloudns.ch/Smartv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=Sunmusic
Sun TV Tamil,p3p://108.181.32.169:37861/641385a2000d8ae7a59bf7ad23443b39
Sony Yay Tamil,https://v9-douyin-cloudflare-cdn.sv6-douyin-cloudfare.cloudns.ch/Smartv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=sonyyaytam_raj
Sun TV India,https://smart.ykq001.cloud/Smart.php?id=suntv_raj
Sun TV India,https://v9-douyin-cloudflare-cdn.sv6-douyin-cloudfare.cloudns.ch/Smartv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=suntv_raj
Sun TV MY,p3p://108.181.32.169:37861/64138578000a0b4da59b52b76a9552c0
Sun TVTataSky,p3p://108.181.32.169:37861/6413858800046ac8a59b8fc622de0dc9

凤凰美洲,p3p://108.181.20.159:12345/5fe00fca0004e627722fbe5a480a642f
新时代加东(加拿大),p3p://108.181.20.159:12345/5ff0ab2500049493b30e28c4774857ac
新时代加西(加拿大),p3p://108.181.20.159:12345/5ff0ab49000782d3b30eb62566e359dd
新时代 2(加拿大),p3p://108.181.20.159:12345/5ff0ab860001433db30fa2d353983702
城市电视(加拿大),p3p://108.181.20.159:12345/5ff8839d00092d89d1b34d940b086f20
美国中文,p3p://108.181.20.159:12345/5fe010d0000835cd7233bea8248f65e2
旧金山KTSF,p3p://108.181.20.159:12345/644ed78c000977f06531f4d257ab3636
WOW TV(加拿大),p3p://108.181.20.159:12345/6348ef9a00069e01b7d5c1d475b34466
东森美洲新闻,p3p://108.181.20.159:12345/5fe072eb000424b673b2f70e404c56b5
华视美洲,p3p://108.181.20.159:12345/5fe07337000c34af73b4220430ed2fe9
加拿大600新闻,p3p://108.181.20.159:12345/63f2ee15000673e5fe2b9ef606712937
ICITV加拿大,p3p://108.181.20.159:12345/63f2ee6600090003fe2cdc056e866429
