.央视频道,#genre#
FRANCE 24,https://tang.serv00.net/zb/99.php?id=1042&token=235b2292
CNN Indonesia,https://tang.serv00.net/zb/99.php?id=1145&token=235b229

.影視頻道,#genre#
龍華日韓,https://tang.serv00.net/zb/99.php?id=382&token=235b2292
東森戲劇,https://tang.serv00.net/zb/99.php?id=2825&token=235b2292
東森戲劇,https://tang.serv00.net/zb/99.php?id=321&token=235b2292
八大戲劇,https://tang.serv00.net/zb/99.php?id=81&token=235b2292
緯來戲劇,https://tang.serv00.net/zb/99.php?id=2727&token=235b2292
緯來戲劇,https://tang.serv00.net/zb/99.php?id=339&token=235b2292
東森電影,https://tang.serv00.net/zb/99.php?id=350&token=235b2292
東森電影,https://tang.serv00.net/zb/99.php?id=2720&token=235b2292
緯來電影,https://tang.serv00.net/zb/99.php?id=2728&token=235b2292
HBO HD,https://tang.serv00.net/zb/99.php?id=332&token=235b2292
HBO HD,https://tang.serv00.net/zb/99.php?id=2823&token=235b2292
東森洋片,https://tang.serv00.net/zb/99.php?id=1128&token=235b2292
壹電影,https://tang.serv00.net/zb/99.php?id=2284&token=235b2292
好萊塢電影,https://tang.serv00.net/zb/99.php?id=37&token=235b2292
愛爾達影劇,https://tang.serv00.net/zb/99.php?id=500&token=235b2292
CineMAX,https://tang.serv00.net/zb/99.php?id=346&token=235b2292
靖天映畫,https://tang.serv00.net/zb/99.php?id=349&token=235b2292
靖洋戲劇,https://tang.serv00.net/zb/99.php?id=319&token=235b2292
緯來精彩,https://tang.serv00.net/zb/99.php?id=2280&token=235b2292
EYE戲劇,https://tang.serv00.net/zb/99.php?id=191&token=235b2292
三立戲劇,https://tang.serv00.net/zb/99.php?id=64&token=235b2292
三立戲劇,https://tang.serv00.net/zb/99.php?id=2819&token=235b2292
龍華偶像,https://tang.serv00.net/zb/99.php?id=385&token=235b2292
霹靂臺灣,https://tang.serv00.net/zb/99.php?id=1339&token=235b2292
靖天電影,https://tang.serv00.net/zb/99.php?id=110&token=235b2292
美亞電影,https://tang.serv00.net/zb/99.php?id=375&token=235b2292
民視影劇,https://tang.serv00.net/zb/99.php?id=1023&token=235b2292
AMC,https://tang.serv00.net/zb/99.php?id=84&token=235b2292
HBOSignature,https://tang.serv00.net/zb/99.php?id=329&token=235b2292
HBOSignature,https://tang.serv00.net/zb/99.php?id=2824&token=235b2292
HBO Hits,https://tang.serv00.net/zb/99.php?id=330&token=235b2292
采昌影劇,https://tang.serv00.net/zb/99.php?id=62&token=235b2292
采昌影劇,https://tang.serv00.net/zb/99.php?id=2804&token=235b2292
影迷數位電影,https://tang.serv00.net/zb/99.php?id=497&token=235b2292
影迷數位電影,https://tang.serv00.net/zb/99.php?id=2800&token=235b2292
龍華戲劇,https://tang.serv00.net/zb/99.php?id=365&token=235b2292
龍華戲劇,https://tang.serv00.net/zb/99.php?id=2796&token=235b2292
龍華經典,https://tang.serv00.net/zb/99.php?id=100&token=235b2292
龍翔時代,https://tang.serv00.net/zb/99.php?id=373&token=235b2292
AXN臺灣,https://tang.serv00.net/zb/99.php?id=2816&token=235b2292
天映經典,https://tang.serv00.net/zb/99.php?id=2289&token=235b2292
公視戲劇,https://tang.serv00.net/zb/99.php?id=69&token=235b2292
AXN亞洲,https://tang.serv00.net/zb/99.php?id=1066&token=235b2292
Trill恐怖電影,https://tang.serv00.net/zb/99.php?id=18&token=235b2292
龍華電影,https://tang.serv00.net/zb/99.php?id=311&token=235b2292
華納電影,https://tang.serv00.net/zb/99.php?id=83&token=235b2292
甄嬛传,https://tang.serv00.net/zb/99.php?id=1060&token=235b2292
靖天戲劇,https://tang.serv00.net/zb/99.php?id=109&token=235b2292
CATCHPLAY,https://tang.serv00.net/zb/99.php?id=362&token=235b2292
TVB亞洲劇,https://tang.serv00.net/zb/99.php?id=1048&token=235b2292
TVB粵語片,https://tang.serv00.net/zb/99.php?id=1589&token=235b2292
CHC高清電影,https://tang.serv00.net/zb/99.php?id=1345&token=235b2292
CHC動作電影,https://tang.serv00.net/zb/99.php?id=1346&token=235b2292
CHC家庭影院,https://tang.serv00.net/zb/99.php?id=1347&token=235b2292
CBN歡笑劇場4K,https://tang.serv00.net/zb/99.php?id=1348&token=235b2292
SETONE,https://tang.serv00.net/zb/99.php?id=1349&token=235b2292
GEM,https://tang.serv00.net/zb/99.php?id=1350&token=235b2292
龍華洋片,https://tang.serv00.net/zb/99.php?id=341&token=235b2292
TVB功夫台,https://tang.serv00.net/zb/99.php?id=168&token=235b2292
新兵日記,https://tang.serv00.net/zb/99.php?id=264&token=235b2292
藍色水玲瓏,https://tang.serv00.net/zb/99.php?id=1690&token=235b2292
新玫瑰瞳鈴眼,https://tang.serv00.net/zb/99.php?id=2555&token=235b2292

.体育頻道,#genre#
緯來體育,https://tang.serv00.net/zb/99.php?id=118&token=235b2292
緯來體育,https://tang.serv00.net/zb/99.php?id=2732&token=235b2292
NBA(TW),https://tang.serv00.net/zb/99.php?id=71&token=235b2292
FOX Sport 1,https://tang.serv00.net/zb/99.php?id=2791&token=235b2292
FOX Sport 2,https://tang.serv00.net/zb/99.php?id=1132&token=235b2292
Eleven Sport 1,https://tang.serv00.net/zb/99.php?id=3224&token=235b2292
Eleven Sport 2,https://tang.serv00.net/zb/99.php?id=301&token=235b2292
ELTA體育1,https://tang.serv00.net/zb/99.php?id=192&token=235b2292
ELTA體育1,https://tang.serv00.net/zb/99.php?id=2729&token=235b2292
ELTA體育2,https://tang.serv00.net/zb/99.php?id=193&token=235b2292
ELTA體育2,https://tang.serv00.net/zb/99.php?id=2730&token=235b2292
ELTA體育3,https://tang.serv00.net/zb/99.php?id=194&token=235b2292
ELTA體育3,https://tang.serv00.net/zb/99.php?id=2731&token=235b2292
ELTA體育3台,https://tang.serv00.net/zb/99.php?id=2722&token=235b2292
ELTA體育4,https://tang.serv00.net/zb/99.php?id=2820&token=235b2292
Z頻道,https://tang.serv00.net/zb/99.php?id=1130&token=235b2292
博斯無限,https://tang.serv00.net/zb/99.php?id=381&token=235b2292
博斯無限,https://tang.serv00.net/zb/99.php?id=2797&token=235b2292
博斯無限2,https://tang.serv00.net/zb/99.php?id=426&token=235b2292
博斯無限2,https://tang.serv00.net/zb/99.php?id=2798&token=235b2292
博斯網球,https://tang.serv00.net/zb/99.php?id=498&token=235b2292
博斯高球1,https://tang.serv00.net/zb/99.php?id=377&token=235b2292
博斯高球2,https://tang.serv00.net/zb/99.php?id=378&token=235b2292
博斯魅力,https://tang.serv00.net/zb/99.php?id=175&token=235b2292
博斯運動1,https://tang.serv00.net/zb/99.php?id=379&token=235b2292
博斯運動2,https://tang.serv00.net/zb/99.php?id=380&token=235b2292
TRACE Sport Stars,https://tang.serv00.net/zb/99.php?id=1037&token=235b2292
歐洲體育,https://tang.serv00.net/zb/99.php?id=1342&token=235b2292
魅力足球,https://tang.serv00.net/zb/99.php?id=464&token=235b2292
BeIN Sport News,https://tang.serv00.net/zb/99.php?id=2402&token=235b2292
BeIN Sport 1,https://tang.serv00.net/zb/99.php?id=2403&token=235b2292
BeIN Sport 2,https://tang.serv00.net/zb/99.php?id=2404&token=235b2292
BeIN Sport 4,https://tang.serv00.net/zb/99.php?id=2406&token=235b2292
BeIN Sport 5,https://tang.serv00.net/zb/99.php?id=2407&token=235b2292
BeIN Sport 6,https://tang.serv00.net/zb/99.php?id=2408&token=235b2292
BeIN Sport 7,https://tang.serv00.net/zb/99.php?id=2409&token=235b2292
BeIN Sport 8,https://tang.serv00.net/zb/99.php?id=2410&token=235b2292
BeIN Sport 9,https://tang.serv00.net/zb/99.php?id=2411&token=235b2292
BeIN Sport 10,https://tang.serv00.net/zb/99.php?id=2412&token=235b2292
BeIN Sport 11,https://tang.serv00.net/zb/99.php?id=2413&token=235b2292
BeIN Sport 12,https://tang.serv00.net/zb/99.php?id=2414&token=235b2292
Bein Sport 15,https://tang.serv00.net/zb/99.php?id=2416&token=235b2292
Bein Sport 14,https://tang.serv00.net/zb/99.php?id=2418&token=235b2292
J SPORTS 1,https://tang.serv00.net/zb/99.php?id=129&token=235b2292
J SPORTS 2,https://tang.serv00.net/zb/99.php?id=130&token=235b2292
J SPORTS 3,https://tang.serv00.net/zb/99.php?id=131&token=235b2292
J SPORTS 4,https://tang.serv00.net/zb/99.php?id=132&token=235b2292
KBSN Sports,https://tang.serv00.net/zb/99.php?id=2353&token=235b2292
Spotv,https://tang.serv00.net/zb/99.php?id=266&token=235b2292
Spotv2,https://tang.serv00.net/zb/99.php?id=267&token=235b2292
SBS Sports,https://tang.serv00.net/zb/99.php?id=487&token=235b2292
bt espn hd,https://tang.serv00.net/zb/99.php?id=2790&token=235b2292
ESPN 1,https://tang.serv00.net/zb/99.php?id=1182&token=235b2292
ESPN 2,https://tang.serv00.net/zb/99.php?id=1183&token=235b2292
ESPN 2,https://tang.serv00.net/zb/99.php?id=2789&token=235b2292
NBA,https://tang.serv00.net/zb/99.php?id=2792&token=235b2292
NBA TV US,https://tang.serv00.net/zb/99.php?id=1185&token=235b2292
Fox Sport 1,https://tang.serv00.net/zb/99.php?id=1186&token=235b2292
Fox Sport 2,https://tang.serv00.net/zb/99.php?id=1187&token=235b2292
TSN 1,https://tang.serv00.net/zb/99.php?id=1273&token=235b2292
TSN 2,https://tang.serv00.net/zb/99.php?id=1274&token=235b2292
TSN 3,https://tang.serv00.net/zb/99.php?id=1275&token=235b2292
TSN 4,https://tang.serv00.net/zb/99.php?id=1276&token=235b2292
TSN 5,https://tang.serv00.net/zb/99.php?id=1277&token=235b2292
SportNet ON,https://tang.serv00.net/zb/99.php?id=1278&token=235b2292
SportNet One,https://tang.serv00.net/zb/99.php?id=1279&token=235b2292
SportNet World,https://tang.serv00.net/zb/99.php?id=1280&token=235b2292
SportNet 360,https://tang.serv00.net/zb/99.php?id=1281&token=235b2292
NBA CA,https://tang.serv00.net/zb/99.php?id=1282&token=235b2292
E ent,https://tang.serv00.net/zb/99.php?id=1392&token=235b2292
Freesports,https://tang.serv00.net/zb/99.php?id=1412&token=235b2292
BT Sport 2,https://tang.serv00.net/zb/99.php?id=166&token=235b2292
BT Sport 3,https://tang.serv00.net/zb/99.php?id=167&token=235b2292
BT Sport 1,https://tang.serv00.net/zb/99.php?id=165&token=235b2292
Sky Sports 1,https://tang.serv00.net/zb/99.php?id=172&token=235b2292
Sky Sport 2,https://tang.serv00.net/zb/99.php?id=171&token=235b2292
Sky Sports F1,https://tang.serv00.net/zb/99.php?id=182&token=235b2292
Sky Sport 3,https://tang.serv00.net/zb/99.php?id=183&token=235b2292
Sky Sport 4,https://tang.serv00.net/zb/99.php?id=417&token=235b2292
Sky Sport 5,https://tang.serv00.net/zb/99.php?id=418&token=235b2292
sky sports racing hd,https://tang.serv00.net/zb/99.php?id=2778&token=235b2292
sky news hd,https://tang.serv00.net/zb/99.php?id=2779&token=235b2292
sky sports mix,https://tang.serv00.net/zb/99.php?id=2780&token=235b2292
sky sports arena,https://tang.serv00.net/zb/99.php?id=2781&token=235b2292
sky sports football,https://tang.serv00.net/zb/99.php?id=2782&token=235b2292
sky sports premier league,https://tang.serv00.net/zb/99.php?id=2783&token=235b2292
sky sports the open,https://tang.serv00.net/zb/99.php?id=2784&token=235b2292
sky sports action,https://tang.serv00.net/zb/99.php?id=2785&token=235b2292
sky sports cricket,https://tang.serv00.net/zb/99.php?id=2786&token=235b2292
sky sports main event,https://tang.serv00.net/zb/99.php?id=2787&token=235b2292
Bein Sport 4 Max,https://tang.serv00.net/zb/99.php?id=1405&token=235b2292
Bein Sport 5 Max,https://tang.serv00.net/zb/99.php?id=1450&token=235b2292
Bein Sport 1,https://tang.serv00.net/zb/99.php?id=1085&token=235b2292
Bein Sport 3,https://tang.serv00.net/zb/99.php?id=2230&token=235b2292
SKY SPORT NBA,https://tang.serv00.net/zb/99.php?id=2738&token=235b2292
SKY SPORT ARENA,https://tang.serv00.net/zb/99.php?id=2739&token=235b2292
SKY F1,https://tang.serv00.net/zb/99.php?id=2740&token=235b2292
Sky sport uno,https://tang.serv00.net/zb/99.php?id=1597&token=235b2292
Rai Sport,https://tang.serv00.net/zb/99.php?id=1613&token=235b2292
Suria,https://tang.serv00.net/zb/99.php?id=434&token=235b2292
Astro Sp1,https://tang.serv00.net/zb/99.php?id=444&token=235b2292
ASSP1_HD,https://tang.serv00.net/zb/99.php?id=1070&token=235b2292
Astro Sp2,https://tang.serv00.net/zb/99.php?id=445&token=235b2292
ASSP2_HD,https://tang.serv00.net/zb/99.php?id=1071&token=235b2292
Astro Sp3,https://tang.serv00.net/zb/99.php?id=446&token=235b2292
Astro Sp4,https://tang.serv00.net/zb/99.php?id=447&token=235b2292
Astro Sp5,https://tang.serv00.net/zb/99.php?id=2432&token=235b2292
Sport TV 1,https://tang.serv00.net/zb/99.php?id=1779&token=235b2292
Sport TV 2,https://tang.serv00.net/zb/99.php?id=1785&token=235b2292
Sport TV 3,https://tang.serv00.net/zb/99.php?id=2135&token=235b2292

.记录頻道,#genre#
亞洲旅遊,https://tang.serv00.net/zb/99.php?id=2299&token=235b2292
探索頻道,https://tang.serv00.net/zb/99.php?id=2817&token=235b2292
探索頻道,https://tang.serv00.net/zb/99.php?id=1035&token=235b2292
大陸尋奇,https://tang.serv00.net/zb/99.php?id=102&token=235b2292
TLC,https://tang.serv00.net/zb/99.php?id=2275&token=235b2292
動物星球,https://tang.serv00.net/zb/99.php?id=367&token=235b2292
Fashion One,https://tang.serv00.net/zb/99.php?id=113&token=235b2292
民視旅遊,https://tang.serv00.net/zb/99.php?id=78&token=235b2292
探索亞洲,https://tang.serv00.net/zb/99.php?id=306&token=235b2292
探索科學,https://tang.serv00.net/zb/99.php?id=343&token=235b2292
Nat Geo WILD,https://tang.serv00.net/zb/99.php?id=388&token=235b2292
國家野生（英）,https://tang.serv00.net/zb/99.php?id=1038&token=235b2292
HGTV,https://tang.serv00.net/zb/99.php?id=1159&token=235b2292
CI罪案偵查,https://tang.serv00.net/zb/99.php?id=2303&token=235b2292
探索EVE,https://tang.serv00.net/zb/99.php?id=1036&token=235b2292
TaiwanPlus,https://tang.serv00.net/zb/99.php?id=327&token=235b2292
BBC Lifestyle,https://tang.serv00.net/zb/99.php?id=424&token=235b2292
視納華仁紀實,https://tang.serv00.net/zb/99.php?id=91&token=235b2292
美食星球,https://tang.serv00.net/zb/99.php?id=3073&token=235b2292
美食星球,https://tang.serv00.net/zb/99.php?id=1360&token=235b2292
EYE旅遊,https://tang.serv00.net/zb/99.php?id=1494&token=235b2292
Travel Channel,https://tang.serv00.net/zb/99.php?id=63&token=235b2292
BBC EARTH,https://tang.serv00.net/zb/99.php?id=97&token=235b2292
探索動力DMAX,https://tang.serv00.net/zb/99.php?id=335&token=235b2292
Pet Club,https://tang.serv00.net/zb/99.php?id=368&token=235b2292
Globetrotter 環遊旅行家,https://tang.serv00.net/zb/99.php?id=114&token=235b2292
NASA TV,https://tang.serv00.net/zb/99.php?id=25&token=235b2292
NASA Live,https://tang.serv00.net/zb/99.php?id=196&token=235b2292
TV5MONDE STYLE,https://tang.serv00.net/zb/99.php?id=389&token=235b2292
動物世界,https://tang.serv00.net/zb/99.php?id=291&token=235b2292
法國時裝,https://tang.serv00.net/zb/99.php?id=2287&token=235b2292
台灣啟示錄,https://tang.serv00.net/zb/99.php?id=2765&token=235b2292
TLC,https://tang.serv00.net/zb/99.php?id=1533&token=235b2292
National Geographic,https://tang.serv00.net/zb/99.php?id=294&token=235b2292
TLC Canada,https://tang.serv00.net/zb/99.php?id=1262&token=235b2292
Food Network Canada,https://tang.serv00.net/zb/99.php?id=1265&token=235b2292
History,https://tang.serv00.net/zb/99.php?id=1413&token=235b2292
Food Network 英,https://tang.serv00.net/zb/99.php?id=1421&token=235b2292

.亲子頻道,#genre#
Leigha Marina,https://tang.serv00.net/zb/99.php?id=313&token=235b2292
MOMO親子,https://tang.serv00.net/zb/99.php?id=2767&token=235b2292
MOMO親子,https://tang.serv00.net/zb/99.php?id=1126&token=235b2292
東森幼幼（備）,https://tang.serv00.net/zb/99.php?id=2771&token=235b2292
東森幼幼,https://tang.serv00.net/zb/99.php?id=371&token=235b2292
東森亞洲呦呦,https://tang.serv00.net/zb/99.php?id=293&token=235b2292
CN Asia,https://tang.serv00.net/zb/99.php?id=2768&token=235b2292
Nick Jr.,https://tang.serv00.net/zb/99.php?id=50&token=235b2292
PAW Patrol,https://tang.serv00.net/zb/99.php?id=2226&token=235b2292
Spidey,https://tang.serv00.net/zb/99.php?id=2270&token=235b2292
Dreamworks,https://tang.serv00.net/zb/99.php?id=48&token=235b2292
CN卡通,https://tang.serv00.net/zb/99.php?id=107&token=235b2292
Curious George,https://tang.serv00.net/zb/99.php?id=173&token=235b2292
Gabby Dollhouse,https://tang.serv00.net/zb/99.php?id=1344&token=235b2292
Animax,https://tang.serv00.net/zb/99.php?id=59&token=235b2292
Bluey,https://tang.serv00.net/zb/99.php?id=143&token=235b2292
靖洋卡通,https://tang.serv00.net/zb/99.php?id=348&token=235b2292
YOYO TV,https://tang.serv00.net/zb/99.php?id=340&token=235b2292
靖天卡通,https://tang.serv00.net/zb/99.php?id=344&token=235b2292
i-Fun動漫,https://tang.serv00.net/zb/99.php?id=1127&token=235b2292
i-Fun動漫,https://tang.serv00.net/zb/99.php?id=2802&token=235b2292
達文西,https://tang.serv00.net/zb/99.php?id=68&token=235b2292
Baby TV,https://tang.serv00.net/zb/99.php?id=1129&token=235b2292
Treehouse,https://tang.serv00.net/zb/99.php?id=55&token=235b2292
Nickj,https://tang.serv00.net/zb/99.php?id=53&token=235b2292
Disney,https://tang.serv00.net/zb/99.php?id=5&token=235b2292
Disneyxd,https://tang.serv00.net/zb/99.php?id=31&token=235b2292
Disneyj,https://tang.serv00.net/zb/99.php?id=47&token=235b2292
Boomerang,https://tang.serv00.net/zb/99.php?id=57&token=235b2292
Disney Junior,https://tang.serv00.net/zb/99.php?id=460&token=235b2292
Hogi,https://tang.serv00.net/zb/99.php?id=2346&token=235b2292
Baby Shark,https://tang.serv00.net/zb/99.php?id=1399&token=235b2292
Phineas and Ferb,https://tang.serv00.net/zb/99.php?id=1098&token=235b2292
Talking Tom,https://tang.serv00.net/zb/99.php?id=2696&token=235b2292
Robocar POLI,https://tang.serv00.net/zb/99.php?id=298&token=235b2292
SpongeBob,https://tang.serv00.net/zb/99.php?id=1094&token=235b2292
Baby Zoo Songs,https://tang.serv00.net/zb/99.php?id=2438&token=235b2292
朱妮托尼,https://tang.serv00.net/zb/99.php?id=2537&token=235b2292
Beep Beep,https://tang.serv00.net/zb/99.php?id=3015&token=235b2292
Super Heroes,https://tang.serv00.net/zb/99.php?id=2978&token=235b2292
Winnie,https://tang.serv00.net/zb/99.php?id=3018&token=235b2292
Bebefinn,https://tang.serv00.net/zb/99.php?id=489&token=235b2292



.日本频道,#genre#
JapaNews24,https://tang.serv00.net/zb/99.php?id=425&token=235b2292
スカイA,https://tang.serv00.net/zb/99.php?id=2433&token=235b2292
ANN/テレ朝,https://tang.serv00.net/zb/99.php?id=1502&token=235b2292
日テレニュース24,https://tang.serv00.net/zb/99.php?id=292&token=235b2292
フジone,https://tang.serv00.net/zb/99.php?id=2300&token=235b2292
フジ two,https://tang.serv00.net/zb/99.php?id=2301&token=235b2292
フジ next,https://tang.serv00.net/zb/99.php?id=2750&token=235b2292
KANSAI News24,https://tang.serv00.net/zb/99.php?id=247&token=235b2292
メ～テレNEWS,https://tang.serv00.net/zb/99.php?id=245&token=235b2292
広島ニュース,https://tang.serv00.net/zb/99.php?id=1095&token=235b2292
TBS NEWS,https://tang.serv00.net/zb/99.php?id=1096&token=235b2292
RKB NEWS 24,https://tang.serv00.net/zb/99.php?id=1043&token=235b2292
STV NEWS,https://tang.serv00.net/zb/99.php?id=1500&token=235b2292
テレ朝チャンネル1,https://tang.serv00.net/zb/99.php?id=2271&token=235b2292
テレ朝チャンネル2,https://tang.serv00.net/zb/99.php?id=2344&token=235b2292
スポーツライブ＋,https://tang.serv00.net/zb/99.php?id=2343&token=235b2292
読売テレビ,https://tang.serv00.net/zb/99.php?id=198&token=235b2292
関西テレビ,https://tang.serv00.net/zb/99.php?id=235&token=235b2292
BS日テレ,https://tang.serv00.net/zb/99.php?id=240&token=235b2292
BS朝日,https://tang.serv00.net/zb/99.php?id=241&token=235b2292
BS-TBS,https://tang.serv00.net/zb/99.php?id=242&token=235b2292
BSテレビ東京,https://tang.serv00.net/zb/99.php?id=243&token=235b2292
SATVニュース,https://tang.serv00.net/zb/99.php?id=1594&token=235b2292
BSフジ,https://tang.serv00.net/zb/99.php?id=244&token=235b2292
旅チャンネル,https://tang.serv00.net/zb/99.php?id=2304&token=235b2292
NHK BS Premium,https://tang.serv00.net/zb/99.php?id=2807&token=235b2292
いつでも静岡,https://tang.serv00.net/zb/99.php?id=421&token=235b2292
TOKYO MX 1,https://tang.serv00.net/zb/99.php?id=2204&token=235b2292
TOKYO MX 2,https://tang.serv00.net/zb/99.php?id=2205&token=235b2292
朝日放送テレビ,https://tang.serv00.net/zb/99.php?id=237&token=235b2292
時代劇専門チャンネル,https://tang.serv00.net/zb/99.php?id=287&token=235b2292
TV Tokyo,https://tang.serv00.net/zb/99.php?id=123&token=235b2292
J SPORTS 1,https://tang.serv00.net/zb/99.php?id=129&token=235b2292
J SPORTS 2,https://tang.serv00.net/zb/99.php?id=130&token=235b2292
J SPORTS 3,https://tang.serv00.net/zb/99.php?id=131&token=235b2292
J SPORTS 4,https://tang.serv00.net/zb/99.php?id=132&token=235b2292
ABC朝日,https://tang.serv00.net/zb/99.php?id=127&token=235b2292
FU JI,https://tang.serv00.net/zb/99.php?id=122&token=235b2292
テレビ東京,https://tang.serv00.net/zb/99.php?id=2202&token=235b2292
フジテレビ,https://tang.serv00.net/zb/99.php?id=2203&token=235b2292
テレビ朝日,https://tang.serv00.net/zb/99.php?id=125&token=235b2292
大阪TV,https://tang.serv00.net/zb/99.php?id=126&token=235b2292
WOWOWプライム,https://tang.serv00.net/zb/99.php?id=133&token=235b2292
WOWOWライブ,https://tang.serv00.net/zb/99.php?id=134&token=235b2292
WOWOWシネマ,https://tang.serv00.net/zb/99.php?id=135&token=235b2292
スターチャンネル1,https://tang.serv00.net/zb/99.php?id=136&token=235b2292
スターチャンネル2,https://tang.serv00.net/zb/99.php?id=137&token=235b2292
スターチャンネル3,https://tang.serv00.net/zb/99.php?id=138&token=235b2292
日本テレビ,https://tang.serv00.net/zb/99.php?id=119&token=235b2292
毎日放送,https://tang.serv00.net/zb/99.php?id=199&token=235b2292
ゴルフネットワーク,https://tang.serv00.net/zb/99.php?id=249&token=235b2292
HTB北海道,https://tang.serv00.net/zb/99.php?id=39&token=235b2292
日テレG+,https://tang.serv00.net/zb/99.php?id=2298&token=235b2292
GAORA SPORTS,https://tang.serv00.net/zb/99.php?id=296&token=235b2292
TBS,https://tang.serv00.net/zb/99.php?id=124&token=235b2292
TBS,https://tang.serv00.net/zb/99.php?id=2201&token=235b2292
アニマックス,https://tang.serv00.net/zb/99.php?id=139&token=235b2292
グリーンチャンネル,https://tang.serv00.net/zb/99.php?id=140&token=235b2292
キッズステーション,https://tang.serv00.net/zb/99.php?id=289&token=235b2292
静岡ニュース,https://tang.serv00.net/zb/99.php?id=297&token=235b2292
カートゥーンネットワーク,https://tang.serv00.net/zb/99.php?id=1296&token=235b2292
MUSIC ON! TV,https://tang.serv00.net/zb/99.php?id=288&token=235b2292
BS日本映画専門Ch,https://tang.serv00.net/zb/99.php?id=2219&token=235b2292
Disney チャンネル,https://tang.serv00.net/zb/99.php?id=290&token=235b2292
衛星劇場,https://tang.serv00.net/zb/99.php?id=2345&token=235b2292
日テレG＋,https://tang.serv00.net/zb/99.php?id=2434&token=235b2292
兵庫県の最新,https://tang.serv00.net/zb/99.php?id=1142&token=235b2292

.韩国频道,#genre#
KBS드라마1,https://tang.serv00.net/zb/99.php?id=2348&token=235b2292
MBC드라마넷,https://tang.serv00.net/zb/99.php?id=2349&token=235b2292
I.NET,https://tang.serv00.net/zb/99.php?id=2351&token=235b2292
SkySports,https://tang.serv00.net/zb/99.php?id=2352&token=235b2292
KBSN Sports,https://tang.serv00.net/zb/99.php?id=2353&token=235b2292
SBS Sports,https://tang.serv00.net/zb/99.php?id=2354&token=235b2292
FTV,https://tang.serv00.net/zb/99.php?id=2355&token=235b2292
바둑TV,https://tang.serv00.net/zb/99.php?id=2356&token=235b2292
OCN Thrills,https://tang.serv00.net/zb/99.php?id=2357&token=235b2292
OBS,https://tang.serv00.net/zb/99.php?id=2358&token=235b2292
Discovery,https://tang.serv00.net/zb/99.php?id=2359&token=235b2292
투니버스Tooniverse 39,https://tang.serv00.net/zb/99.php?id=2360&token=235b2292
연변위성,https://tang.serv00.net/zb/99.php?id=2361&token=235b2292
TVN,https://tang.serv00.net/zb/99.php?id=295&token=235b2292
연합뉴스TV,https://tang.serv00.net/zb/99.php?id=1039&token=235b2292
KBS KOREA,https://tang.serv00.net/zb/99.php?id=1040&token=235b2292
YTN2,https://tang.serv00.net/zb/99.php?id=1058&token=235b2292
YTN,https://tang.serv00.net/zb/99.php?id=1061&token=235b2292
KBS1,https://tang.serv00.net/zb/99.php?id=2752&token=235b2292
KBS2,https://tang.serv00.net/zb/99.php?id=2753&token=235b2292
MBC,https://tang.serv00.net/zb/99.php?id=251&token=235b2292
SBS,https://tang.serv00.net/zb/99.php?id=252&token=235b2292
MBN,https://tang.serv00.net/zb/99.php?id=257&token=235b2292
Channel A,https://tang.serv00.net/zb/99.php?id=258&token=235b2292
MBC스포츠,https://tang.serv00.net/zb/99.php?id=265&token=235b2292
JTBC골프,https://tang.serv00.net/zb/99.php?id=268&token=235b2292
JTBC,https://tang.serv00.net/zb/99.php?id=253&token=235b2292
OCN,https://tang.serv00.net/zb/99.php?id=488&token=235b2292
iNet,https://tang.serv00.net/zb/99.php?id=490&token=235b2292
CTS,https://tang.serv00.net/zb/99.php?id=491&token=235b2292
Spotv,https://tang.serv00.net/zb/99.php?id=266&token=235b2292
Spotv2,https://tang.serv00.net/zb/99.php?id=267&token=235b2292
THE K-POP,https://tang.serv00.net/zb/99.php?id=493&token=235b2292
SBS골프,https://tang.serv00.net/zb/99.php?id=486&token=235b2292
한국경제,https://tang.serv00.net/zb/99.php?id=1064&token=235b2292
매일경제TV,https://tang.serv00.net/zb/99.php?id=1065&token=235b2292
YTN dmb,https://tang.serv00.net/zb/99.php?id=492&token=235b2292
YTN 사이언스,https://tang.serv00.net/zb/99.php?id=1605&token=235b2292
Arirang TV,https://tang.serv00.net/zb/99.php?id=256&token=235b2292
OCNMOVIES,https://tang.serv00.net/zb/99.php?id=1020&token=235b2292
TV CHOSUN,https://tang.serv00.net/zb/99.php?id=2333&token=235b2292
SBS Sports,https://tang.serv00.net/zb/99.php?id=487&token=235b2292
Mnet,https://tang.serv00.net/zb/99.php?id=1136&token=235b2292
MBCevery1,https://tang.serv00.net/zb/99.php?id=476&token=235b2292
Tconvers,https://tang.serv00.net/zb/99.php?id=1134&token=235b2292
채널A,https://tang.serv00.net/zb/99.php?id=1092&token=235b2292
KBC,https://tang.serv00.net/zb/99.php?id=1307&token=235b2292
MTN,https://tang.serv00.net/zb/99.php?id=1504&token=235b2292
이데일리TV,https://tang.serv00.net/zb/99.php?id=1554&token=235b2292
EBS1,https://tang.serv00.net/zb/99.php?id=2439&token=235b2292
EBS2,https://tang.serv00.net/zb/99.php?id=3006&token=235b2292
EBS KIDS,https://tang.serv00.net/zb/99.php?id=3007&token=235b2292
EBS PLUS1,https://tang.serv00.net/zb/99.php?id=3008&token=235b2292
EBS PLUS2,https://tang.serv00.net/zb/99.php?id=3009&token=235b2292
EBSe,https://tang.serv00.net/zb/99.php?id=3010&token=235b2292

.美国频道,#genre#
